Year,Age,ASFR
1953,-12,0
1953,13,0
1953,14,0.00004
1953,15,0.00015
1953,16,0.00078
1953,17,0.00312
1953,18,0.00969
1953,19,0.02412
1953,20,0.05059
1953,21,0.08642
1953,22,0.12698
1953,23,0.16749
1953,24,0.19284
1953,25,0.20594
1953,26,0.20363
1953,27,0.20116
1953,28,0.18981
1953,29,0.17961
1953,30,0.16519
1953,31,0.1488
1953,32,0.13567
1953,33,0.11594
1953,34,0.10258
1953,35,0.09015
1953,36,0.07744
1953,37,0.06527
1953,38,0.05417
1953,39,0.04356
1953,40,0.03348
1953,41,0.025
1953,42,0.01673
1953,43,0.01034
1953,44,0.00561
1953,45,0.00267
1953,46,0.00124
1953,47,0.00064
1953,48,0.00035
1953,49,0.0002
1953,50,0.00017
1953,51,0.0001
1953,52,0.00006
1953,53,0.00006
1953,54,0.00004
1953,55+,0.0001
1954,-12,0
1954,13,0
1954,14,0.00002
1954,15,0.00013
1954,16,0.00067
1954,17,0.00267
1954,18,0.00811
1954,19,0.02082
1954,20,0.04488
1954,21,0.07988
1954,22,0.11922
1954,23,0.15938
1954,24,0.18561
1954,25,0.198
1954,26,0.19845
1954,27,0.18914
1954,28,0.17834
1954,29,0.16516
1954,30,0.15247
1954,31,0.13665
1954,32,0.12149
1954,33,0.10828
1954,34,0.09096
1954,35,0.07876
1954,36,0.06759
1954,37,0.05629
1954,38,0.04638
1954,39,0.03718
1954,40,0.02831
1954,41,0.0202
1954,42,0.01352
1954,43,0.00832
1954,44,0.00452
1954,45,0.00221
1954,46,0.00104
1954,47,0.00058
1954,48,0.00023
1954,49,0.00016
1954,50,0.0001
1954,51,0.00007
1954,52,0.00003
1954,53,0.00005
1954,54,0.00003
1954,55+,0.00007
1955,-12,0
1955,13,0
1955,14,0.00001
1955,15,0.00007
1955,16,0.00056
1955,17,0.00248
1955,18,0.00745
1955,19,0.01843
1955,20,0.04154
1955,21,0.07373
1955,22,0.11519
1955,23,0.15786
1955,24,0.18304
1955,25,0.19604
1955,26,0.19896
1955,27,0.18977
1955,28,0.17429
1955,29,0.15992
1955,30,0.14353
1955,31,0.12769
1955,32,0.1135
1955,33,0.09827
1955,34,0.08491
1955,35,0.07011
1955,36,0.05947
1955,37,0.04962
1955,38,0.03999
1955,39,0.03132
1955,40,0.02412
1955,41,0.01716
1955,42,0.01153
1955,43,0.00689
1955,44,0.00374
1955,45,0.00176
1955,46,0.00089
1955,47,0.00038
1955,48,0.00024
1955,49,0.00013
1955,50,0.00012
1955,51,0.00008
1955,52,0.00005
1955,53,0.00003
1955,54,0.00003
1955,55+,0.00005
1956,-12,0
1956,13,0
1956,14,0.00001
1956,15,0.00008
1956,16,0.00047
1956,17,0.00212
1956,18,0.00671
1956,19,0.01701
1956,20,0.03833
1956,21,0.07043
1956,22,0.10851
1956,23,0.15208
1956,24,0.18258
1956,25,0.19403
1956,26,0.19581
1956,27,0.186
1956,28,0.16992
1956,29,0.14964
1956,30,0.13304
1956,31,0.11539
1956,32,0.10174
1956,33,0.08709
1956,34,0.07378
1956,35,0.06304
1956,36,0.05031
1956,37,0.04187
1956,38,0.03445
1956,39,0.02716
1956,40,0.0202
1956,41,0.01465
1956,42,0.00958
1956,43,0.00593
1956,44,0.00308
1956,45,0.00148
1956,46,0.0007
1956,47,0.00036
1956,48,0.00019
1956,49,0.00009
1956,50,0.00009
1956,51,0.00005
1956,52,0.00004
1956,53,0.00002
1956,54,0.00003
1956,55+,0.00003
1957,-12,0
1957,13,0
1957,14,0.00001
1957,15,0.00005
1957,16,0.00045
1957,17,0.00176
1957,18,0.0057
1957,19,0.01525
1957,20,0.03406
1957,21,0.06344
1957,22,0.10203
1957,23,0.13993
1957,24,0.17271
1957,25,0.18872
1957,26,0.18849
1957,27,0.18094
1957,28,0.16396
1957,29,0.14436
1957,30,0.123
1957,31,0.104
1957,32,0.08793
1957,33,0.07569
1957,34,0.06302
1957,35,0.05198
1957,36,0.04353
1957,37,0.03353
1957,38,0.02722
1957,39,0.02187
1957,40,0.01598
1957,41,0.01132
1957,42,0.00765
1957,43,0.00464
1957,44,0.00245
1957,45,0.00133
1957,46,0.00059
1957,47,0.00029
1957,48,0.00019
1957,49,0.00012
1957,50,0.00006
1957,51,0.00005
1957,52,0.00003
1957,53,0.00001
1957,54,0.00003
1957,55+,0.00005
1958,-12,0
1958,13,0
1958,14,0.00001
1958,15,0.00008
1958,16,0.00043
1958,17,0.00183
1958,18,0.00558
1958,19,0.01485
1958,20,0.03585
1958,21,0.0672
1958,22,0.10706
1958,23,0.15414
1958,24,0.18245
1958,25,0.20206
1958,26,0.20546
1958,27,0.19215
1958,28,0.17425
1958,29,0.15114
1958,30,0.12835
1958,31,0.10452
1958,32,0.08681
1958,33,0.07199
1958,34,0.05956
1958,35,0.04865
1958,36,0.03941
1958,37,0.03203
1958,38,0.02428
1958,39,0.01912
1958,40,0.01462
1958,41,0.01021
1958,42,0.00688
1958,43,0.00417
1958,44,0.00217
1958,45,0.00119
1958,46,0.00051
1958,47,0.00021
1958,48,0.00012
1958,49,0.0001
1958,50,0.00008
1958,51,0.00005
1958,52,0.00005
1958,53,0.00003
1958,54,0.00002
1958,55+,0.00005
1959,-12,0
1959,13,0
1959,14,0.00002
1959,15,0.00008
1959,16,0.00039
1959,17,0.00174
1959,18,0.00559
1959,19,0.01431
1959,20,0.03274
1959,21,0.06574
1959,22,0.10755
1959,23,0.15034
1959,24,0.18632
1959,25,0.19748
1959,26,0.20382
1959,27,0.19379
1959,28,0.17065
1959,29,0.14876
1959,30,0.12473
1959,31,0.10069
1959,32,0.08032
1959,33,0.0651
1959,34,0.05255
1959,35,0.04321
1959,36,0.03396
1959,37,0.02786
1959,38,0.02158
1959,39,0.01638
1959,40,0.01216
1959,41,0.00893
1959,42,0.00593
1959,43,0.00351
1959,44,0.002
1959,45,0.00101
1959,46,0.0005
1959,47,0.00024
1959,48,0.00012
1959,49,0.00006
1959,50,0.00007
1959,51,0.00005
1959,52,0.00003
1959,53,0.00001
1959,54,0.00001
1959,55+,0.00004
1960,-12,0
1960,13,0
1960,14,0.00001
1960,15,0.00005
1960,16,0.00039
1960,17,0.00167
1960,18,0.00517
1960,19,0.01408
1960,20,0.03108
1960,21,0.06149
1960,22,0.10589
1960,23,0.15158
1960,24,0.18343
1960,25,0.20369
1960,26,0.20134
1960,27,0.19387
1960,28,0.17362
1960,29,0.14665
1960,30,0.12193
1960,31,0.09702
1960,32,0.077
1960,33,0.05976
1960,34,0.0471
1960,35,0.03674
1960,36,0.02926
1960,37,0.02266
1960,38,0.01755
1960,39,0.01346
1960,40,0.00969
1960,41,0.007
1960,42,0.00476
1960,43,0.00286
1960,44,0.00158
1960,45,0.00084
1960,46,0.00038
1960,47,0.00028
1960,48,0.0001
1960,49,0.00008
1960,50,0.00004
1960,51,0.00004
1960,52,0.00003
1960,53,0.00001
1960,54,0.00002
1960,55+,0.00004
1961,-12,0
1961,13,0
1961,14,0.00001
1961,15,0.00004
1961,16,0.00036
1961,17,0.00157
1961,18,0.00503
1961,19,0.01318
1961,20,0.03029
1961,21,0.05744
1961,22,0.09812
1961,23,0.14806
1961,24,0.18455
1961,25,0.20052
1961,26,0.20627
1961,27,0.18966
1961,28,0.17405
1961,29,0.14841
1961,30,0.11992
1961,31,0.09566
1961,32,0.07467
1961,33,0.05808
1961,34,0.04313
1961,35,0.03286
1961,36,0.02534
1961,37,0.0198
1961,38,0.01506
1961,39,0.01147
1961,40,0.0085
1961,41,0.00591
1961,42,0.00398
1961,43,0.00241
1961,44,0.00132
1961,45,0.00069
1961,46,0.00033
1961,47,0.00019
1961,48,0.00013
1961,49,0.00006
1961,50,0.00003
1961,51,0.00001
1961,52,0.00001
1961,53,0.00002
1961,54,0.00001
1961,55+,0.00002
1962,-12,0
1962,13,0
1962,14,0.00001
1962,15,0.00006
1962,16,0.00033
1962,17,0.00157
1962,18,0.00521
1962,19,0.01316
1962,20,0.03001
1962,21,0.06018
1962,22,0.09935
1962,23,0.14602
1962,24,0.18758
1962,25,0.20864
1962,26,0.20815
1962,27,0.19849
1962,28,0.17324
1962,29,0.14963
1962,30,0.12308
1962,31,0.09499
1962,32,0.07299
1962,33,0.05681
1962,34,0.04269
1962,35,0.03106
1962,36,0.02318
1962,37,0.01764
1962,38,0.01328
1962,39,0.00961
1962,40,0.0073
1962,41,0.00513
1962,42,0.00318
1962,43,0.00209
1962,44,0.0012
1962,45,0.00061
1962,46,0.00031
1962,47,0.00017
1962,48,0.00011
1962,49,0.00008
1962,50,0.00003
1962,51,0
1962,52,0.00001
1962,53,0
1962,54,0
1962,55+,0.00001
1963,-12,0
1963,13,0
1963,14,0.00001
1963,15,0.00004
1963,16,0.00031
1963,17,0.00158
1963,18,0.00526
1963,19,0.01308
1963,20,0.02933
1963,21,0.05869
1963,22,0.10153
1963,23,0.1471
1963,24,0.18368
1963,25,0.20982
1963,26,0.21446
1963,27,0.1995
1963,28,0.1822
1963,29,0.15099
1963,30,0.1271
1963,31,0.10046
1963,32,0.07539
1963,33,0.05766
1963,34,0.04296
1963,35,0.03196
1963,36,0.02309
1963,37,0.01696
1963,38,0.01244
1963,39,0.00922
1963,40,0.00645
1963,41,0.00471
1963,42,0.00306
1963,43,0.00182
1963,44,0.00104
1963,45,0.00051
1963,46,0.00027
1963,47,0.00013
1963,48,0.00008
1963,49,0.00005
1963,50,0.00001
1963,51,0
1963,52,0
1963,53,0
1963,54,0
1963,55+,0
1964,-12,0
1964,13,0
1964,14,0.00001
1964,15,0.00004
1964,16,0.0003
1964,17,0.00158
1964,18,0.00497
1964,19,0.01368
1964,20,0.02945
1964,21,0.058
1964,22,0.10172
1964,23,0.15426
1964,24,0.19121
1964,25,0.21057
1964,26,0.21823
1964,27,0.20761
1964,28,0.18294
1964,29,0.1583
1964,30,0.12755
1964,31,0.10296
1964,32,0.07921
1964,33,0.05839
1964,34,0.04409
1964,35,0.03216
1964,36,0.02342
1964,37,0.01682
1964,38,0.01197
1964,39,0.00866
1964,40,0.00648
1964,41,0.00425
1964,42,0.00275
1964,43,0.00178
1964,44,0.00088
1964,45,0.00047
1964,46,0.00022
1964,47,0.00012
1964,48,0.00005
1964,49,0.00004
1964,50,0.00002
1964,51,0.00001
1964,52,0
1964,53,0
1964,54,0
1964,55+,0
1965,-12,0
1965,13,0
1965,14,0.00001
1965,15,0.00004
1965,16,0.00031
1965,17,0.00168
1965,18,0.00545
1965,19,0.01324
1965,20,0.03115
1965,21,0.05987
1965,22,0.10338
1965,23,0.15733
1965,24,0.20477
1965,25,0.2257
1965,26,0.2259
1965,27,0.21644
1965,28,0.19564
1965,29,0.16497
1965,30,0.13786
1965,31,0.10549
1965,32,0.08328
1965,33,0.06335
1965,34,0.04627
1965,35,0.03415
1965,36,0.0246
1965,37,0.01752
1965,38,0.01198
1965,39,0.0085
1965,40,0.0059
1965,41,0.00408
1965,42,0.00263
1965,43,0.00151
1965,44,0.00089
1965,45,0.00042
1965,46,0.0002
1965,47,0.00011
1965,48,0.00006
1965,49,0.00005
1965,50,0.00001
1965,51,0.00001
1965,52,0.00001
1965,53,0
1965,54,0
1965,55+,0
1966,-12,0
1966,13,0
1966,14,0.00001
1966,15,0.00005
1966,16,0.00026
1966,17,0.00144
1966,18,0.00488
1966,19,0.01186
1966,20,0.02414
1966,21,0.04898
1966,22,0.08282
1966,23,0.12169
1966,24,0.15333
1966,25,0.17049
1966,26,0.16568
1966,27,0.15069
1966,28,0.13215
1966,29,0.1145
1966,30,0.09292
1966,31,0.07628
1966,32,0.05869
1966,33,0.0473
1966,34,0.03617
1966,35,0.02655
1966,36,0.02018
1966,37,0.01485
1966,38,0.01093
1966,39,0.00736
1966,40,0.00526
1966,41,0.00346
1966,42,0.00232
1966,43,0.00138
1966,44,0.00074
1966,45,0.00044
1966,46,0.00017
1966,47,0.00011
1966,48,0.00006
1966,49,0.00004
1966,50,0.00002
1966,51,0.00001
1966,52,0.00001
1966,53,0
1966,54,0
1966,55+,0
1967,-12,0
1967,13,0
1967,14,0
1967,15,0.00003
1967,16,0.0003
1967,17,0.00152
1967,18,0.00509
1967,19,0.01321
1967,20,0.02836
1967,21,0.05424
1967,22,0.10351
1967,23,0.15854
1967,24,0.2057
1967,25,0.2351
1967,26,0.24592
1967,27,0.22951
1967,28,0.20421
1967,29,0.17715
1967,30,0.1455
1967,31,0.11256
1967,32,0.08743
1967,33,0.0647
1967,34,0.04928
1967,35,0.0359
1967,36,0.02505
1967,37,0.01773
1967,38,0.01279
1967,39,0.00863
1967,40,0.00556
1967,41,0.00367
1967,42,0.00215
1967,43,0.00135
1967,44,0.00075
1967,45,0.00034
1967,46,0.00017
1967,47,0.00012
1967,48,0.00006
1967,49,0.00002
1967,50,0.00001
1967,51,0.00001
1967,52,0
1967,53,0.00001
1967,54,0
1967,55+,0
1968,-12,0
1968,13,0
1968,14,0.00002
1968,15,0.00004
1968,16,0.00024
1968,17,0.0014
1968,18,0.00495
1968,19,0.01252
1968,20,0.02813
1968,21,0.05534
1968,22,0.09499
1968,23,0.15192
1968,24,0.19969
1968,25,0.2242
1968,26,0.22907
1968,27,0.22332
1968,28,0.19621
1968,29,0.1649
1968,30,0.1346
1968,31,0.10733
1968,32,0.08341
1968,33,0.06512
1968,34,0.04669
1968,35,0.03529
1968,36,0.02581
1968,37,0.01763
1968,38,0.01276
1968,39,0.00861
1968,40,0.0057
1968,41,0.00335
1968,42,0.00233
1968,43,0.00149
1968,44,0.00079
1968,45,0.0004
1968,46,0.00022
1968,47,0.0001
1968,48,0.00006
1968,49,0.00003
1968,50,0
1968,51,0.00001
1968,52,0
1968,53,0.00001
1968,54,0
1968,55+,0
1969,-12,0
1969,13,0
1969,14,0.00002
1969,15,0.00006
1969,16,0.00025
1969,17,0.00142
1969,18,0.0049
1969,19,0.01279
1969,20,0.0277
1969,21,0.05455
1969,22,0.09687
1969,23,0.14664
1969,24,0.19964
1969,25,0.22604
1969,26,0.23118
1969,27,0.21814
1969,28,0.19811
1969,29,0.1671
1969,30,0.13426
1969,31,0.10381
1969,32,0.08408
1969,33,0.06461
1969,34,0.04851
1969,35,0.03476
1969,36,0.02582
1969,37,0.01817
1969,38,0.01276
1969,39,0.00886
1969,40,0.0055
1969,41,0.00363
1969,42,0.00212
1969,43,0.00138
1969,44,0.00079
1969,45,0.0004
1969,46,0.0002
1969,47,0.0001
1969,48,0.00005
1969,49,0.00003
1969,50,0.00001
1969,51,0.00001
1969,52,0
1969,53,0
1969,54,0
1969,55+,0
1970,-12,0
1970,13,0
1970,14,0.00001
1970,15,0.0001
1970,16,0.00031
1970,17,0.00151
1970,18,0.00525
1970,19,0.01315
1970,20,0.02909
1970,21,0.05565
1970,22,0.09883
1970,23,0.15216
1970,24,0.19375
1970,25,0.22799
1970,26,0.23328
1970,27,0.22091
1970,28,0.19598
1970,29,0.16942
1970,30,0.13653
1970,31,0.10331
1970,32,0.08146
1970,33,0.06456
1970,34,0.04766
1970,35,0.03509
1970,36,0.02485
1970,37,0.01813
1970,38,0.01273
1970,39,0.00839
1970,40,0.00562
1970,41,0.00355
1970,42,0.00228
1970,43,0.0012
1970,44,0.00072
1970,45,0.00044
1970,46,0.00018
1970,47,0.00009
1970,48,0.00005
1970,49,0.00003
1970,50,0.00001
1970,51,0.00003
1970,52,0.00001
1970,53,0
1970,54,0
1970,55+,0
1971,-12,0
1971,13,0
1971,14,0.00001
1971,15,0.00003
1971,16,0.00031
1971,17,0.00172
1971,18,0.00546
1971,19,0.01393
1971,20,0.02933
1971,21,0.05662
1971,22,0.09881
1971,23,0.15453
1971,24,0.20085
1971,25,0.22186
1971,26,0.23556
1971,27,0.22622
1971,28,0.20265
1971,29,0.17049
1971,30,0.14038
1971,31,0.10615
1971,32,0.08203
1971,33,0.06307
1971,34,0.04715
1971,35,0.03409
1971,36,0.02517
1971,37,0.01724
1971,38,0.01274
1971,39,0.00871
1971,40,0.0056
1971,41,0.00353
1971,42,0.00224
1971,43,0.00124
1971,44,0.0006
1971,45,0.00036
1971,46,0.0002
1971,47,0.00009
1971,48,0.00005
1971,49,0.00003
1971,50,0.00001
1971,51,0.00001
1971,52,0
1971,53,0
1971,54,0
1971,55+,0.00001
1972,-12,0
1972,13,0
1972,14,0.00001
1972,15,0.00003
1972,16,0.00034
1972,17,0.00182
1972,18,0.00605
1972,19,0.01482
1972,20,0.03172
1972,21,0.05846
1972,22,0.10034
1972,23,0.15601
1972,24,0.2043
1972,25,0.22771
1972,26,0.22687
1972,27,0.22119
1972,28,0.19844
1972,29,0.16979
1972,30,0.13585
1972,31,0.10599
1972,32,0.08058
1972,33,0.06105
1972,34,0.04488
1972,35,0.03301
1972,36,0.0243
1972,37,0.01689
1972,38,0.01205
1972,39,0.00847
1972,40,0.00557
1972,41,0.00341
1972,42,0.00217
1972,43,0.00125
1972,44,0.00067
1972,45,0.00029
1972,46,0.00015
1972,47,0.00011
1972,48,0.00003
1972,49,0.00002
1972,50,0
1972,51,0
1972,52,0
1972,53,0
1972,54,0
1972,55+,0
1973,-12,0
1973,13,0
1973,14,0.00001
1973,15,0.00004
1973,16,0.00036
1973,17,0.00202
1973,18,0.00591
1973,19,0.01542
1973,20,0.03227
1973,21,0.0605
1973,22,0.10076
1973,23,0.15369
1973,24,0.20478
1973,25,0.22893
1973,26,0.23198
1973,27,0.21345
1973,28,0.19515
1973,29,0.1689
1973,30,0.13599
1973,31,0.10384
1973,32,0.08107
1973,33,0.06239
1973,34,0.04471
1973,35,0.03228
1973,36,0.02402
1973,37,0.01665
1973,38,0.01212
1973,39,0.00813
1973,40,0.0054
1973,41,0.00344
1973,42,0.00209
1973,43,0.00117
1973,44,0.00066
1973,45,0.00033
1973,46,0.00013
1973,47,0.00008
1973,48,0.00006
1973,49,0.00003
1973,50,0
1973,51,0
1973,52,0
1973,53,0
1973,54,0
1973,55+,0
1974,-12,0
