Year,Age,ASFR
1995,44,0.00054
1995,45,0.00022
1995,46,0.00009
1995,47,0.00003
1995,48,0.00001
1995,49,0.00001
1995,50,0
1995,51,0
1995,52,0
1995,53,0
1995,54,0
1995,55+,0
1996,-12,0
1996,13,0
1996,14,0.00002
1996,15,0.00014
1996,16,0.00077
1996,17,0.0025
1996,18,0.00483
1996,19,0.01039
1996,20,0.01756
1996,21,0.02682
1996,22,0.03744
1996,23,0.0503
1996,24,0.06731
1996,25,0.08525
1996,26,0.10449
1996,27,0.11953
1996,28,0.13474
1996,29,0.12995
1996,30,0.12296
1996,31,0.11838
1996,32,0.09823
1996,33,0.07991
1996,34,0.06387
1996,35,0.04894
1996,36,0.03638
1996,37,0.02526
1996,38,0.01735
1996,39,0.0114
1996,40,0.00715
1996,41,0.0042
1996,42,0.0023
1996,43,0.00117
1996,44,0.00057
1996,45,0.00022
1996,46,0.00009
1996,47,0.00004
1996,48,0.00002
1996,49,0.00001
1996,50,0
1996,51,0
1996,52,0
1996,53,0
1996,54,0
1996,55+,0
1997,-12,0
1997,13,0
1997,14,0.00004
1997,15,0.00018
1997,16,0.001
1997,17,0.00273
1997,18,0.00546
1997,19,0.01122
1997,20,0.01774
1997,21,0.02636
1997,22,0.03633
1997,23,0.04915
1997,24,0.06404
1997,25,0.08088
1997,26,0.09921
1997,27,0.11425
1997,28,0.12399
1997,29,0.13149
1997,30,0.1189
1997,31,0.10656
1997,32,0.09996
1997,33,0.08111
1997,34,0.06451
1997,35,0.04923
1997,36,0.03727
1997,37,0.02584
1997,38,0.01788
1997,39,0.01223
1997,40,0.00745
1997,41,0.00448
1997,42,0.0024
1997,43,0.00137
1997,44,0.00063
1997,45,0.00026
1997,46,0.00009
1997,47,0.00004
1997,48,0.00001
1997,49,0.00001
1997,50,0
1997,51,0
1997,52,0
1997,53,0
1997,54,0
1997,55+,0
1998,-12,0
1998,13,0
1998,14,0.00004
1998,15,0.00022
1998,16,0.00105
1998,17,0.0029
1998,18,0.0059
1998,19,0.01235
1998,20,0.01916
1998,21,0.02741
1998,22,0.03578
1998,23,0.04829
1998,24,0.06395
1998,25,0.07885
1998,26,0.09655
1998,27,0.11083
1998,28,0.12117
1998,29,0.12528
1998,30,0.12347
1998,31,0.10781
1998,32,0.09408
1998,33,0.08437
1998,34,0.06638
1998,35,0.05126
1998,36,0.03889
1998,37,0.02711
1998,38,0.01877
1998,39,0.0127
1998,40,0.00785
1998,41,0.0048
1998,42,0.0026
1998,43,0.00136
1998,44,0.00069
1998,45,0.00031
1998,46,0.00011
1998,47,0.00005
1998,48,0.00002
1998,49,0.00001
1998,50,0
1998,51,0
1998,52,0
1998,53,0
1998,54,0
1998,55+,0
1999,-12,0
1999,13,0.00001
1999,14,0.00006
1999,15,0.00024
1999,16,0.00125
1999,17,0.00333
1999,18,0.00635
1999,19,0.01287
1999,20,0.02032
1999,21,0.02799
1999,22,0.03519
1999,23,0.04699
1999,24,0.06063
1999,25,0.07629
1999,26,0.09164
1999,27,0.10573
1999,28,0.11464
1999,29,0.11918
1999,30,0.11555
1999,31,0.10934
1999,32,0.09156
1999,33,0.07661
1999,34,0.06723
1999,35,0.05149
1999,36,0.03935
1999,37,0.02775
1999,38,0.01924
1999,39,0.01284
1999,40,0.00815
1999,41,0.00476
1999,42,0.00264
1999,43,0.00149
1999,44,0.00069
1999,45,0.0003
1999,46,0.00012
1999,47,0.00005
1999,48,0.00002
1999,49,0.00001
1999,50,0
1999,51,0
1999,52,0
1999,53,0
1999,54,0
1999,55+,0
2000,-12,0
2000,13,0.00001
2000,14,0.00006
2000,15,0.00027
2000,16,0.00132
2000,17,0.00384
2000,18,0.00733
2000,19,0.01399
2000,20,0.02151
2000,21,0.02994
2000,22,0.0371
2000,23,0.04637
2000,24,0.05967
2000,25,0.07441
2000,26,0.09029
2000,27,0.10337
2000,28,0.11264
2000,29,0.11753
2000,30,0.11398
2000,31,0.10645
2000,32,0.09764
2000,33,0.07878
2000,34,0.06457
2000,35,0.05546
2000,36,0.04145
2000,37,0.02935
2000,38,0.02045
2000,39,0.01392
2000,40,0.00892
2000,41,0.00529
2000,42,0.00297
2000,43,0.0015
2000,44,0.00076
2000,45,0.00031
2000,46,0.0001
2000,47,0.00004
2000,48,0.00001
2000,49,0.00001
2000,50,0
2000,51,0
2000,52,0
2000,53,0
2000,54,0
2000,55+,0
2001,-12,0
2001,13,0.00001
2001,14,0.00006
2001,15,0.00031
2001,16,0.00153
2001,17,0.00419
2001,18,0.00759
2001,19,0.01527
2001,20,0.02236
2001,21,0.02994
2001,22,0.03835
2001,23,0.04788
2001,24,0.05864
2001,25,0.07232
2001,26,0.08639
2001,27,0.09987
2001,28,0.10792
2001,29,0.11272
2001,30,0.11
2001,31,0.10244
2001,32,0.09136
2001,33,0.08117
2001,34,0.06527
2001,35,0.05283
2001,36,0.04366
2001,37,0.03027
2001,38,0.0214
2001,39,0.01469
2001,40,0.00914
2001,41,0.00544
2001,42,0.0031
2001,43,0.0015
2001,44,0.00068
2001,45,0.0003
2001,46,0.00013
2001,47,0.00004
2001,48,0.00002
2001,49,0.00001
2001,50,0
2001,51,0
2001,52,0
2001,53,0
2001,54,0
2001,55+,0
2002,-12,0
2002,13,0.00001
2002,14,0.00008
2002,15,0.00038
2002,16,0.00166
2002,17,0.00432
2002,18,0.0079
2002,19,0.01564
2002,20,0.02297
2002,21,0.03071
2002,22,0.03828
2002,23,0.04755
2002,24,0.0585
2002,25,0.06978
2002,26,0.08348
2002,27,0.09499
2002,28,0.10484
2002,29,0.11034
2002,30,0.10778
2002,31,0.10088
2002,32,0.0904
2002,33,0.07896
2002,34,0.06841
2002,35,0.05278
2002,36,0.04131
2002,37,0.03203
2002,38,0.02259
2002,39,0.01528
2002,40,0.00998
2002,41,0.00573
2002,42,0.00329
2002,43,0.00162
2002,44,0.00076
2002,45,0.0003
2002,46,0.00013
2002,47,0.00005
2002,48,0.00002
2002,49,0.00002
2002,50,0
2002,51,0
2002,52,0
2002,53,0
2002,54,0
2002,55+,0
2003,-12,0
2003,13,0.00001
2003,14,0.00007
2003,15,0.00038
2003,16,0.00159
2003,17,0.0039
2003,18,0.00739
2003,19,0.01473
2003,20,0.02219
2003,21,0.02978
2003,22,0.03668
2003,23,0.04555
2003,24,0.05627
2003,25,0.06749
2003,26,0.07906
2003,27,0.09209
2003,28,0.10096
2003,29,0.10721
2003,30,0.10504
2003,31,0.09931
2003,32,0.08919
2003,33,0.07831
2003,34,0.06666
2003,35,0.05615
2003,36,0.04233
2003,37,0.03098
2003,38,0.02397
2003,39,0.01625
2003,40,0.01043
2003,41,0.00626
2003,42,0.00358
2003,43,0.00174
2003,44,0.0008
2003,45,0.00032
2003,46,0.00011
2003,47,0.00005
2003,48,0.00003
2003,49,0.00001
2003,50,0.00001
2003,51,0.00001
2003,52,0
2003,53,0
2003,54,0
2003,55+,0
2004,-12,0
2004,13,0.00001
2004,14,0.00007
2004,15,0.00031
2004,16,0.0015
2004,17,0.00371
2004,18,0.00727
2004,19,0.01449
2004,20,0.02161
2004,21,0.0298
2004,22,0.03677
2004,23,0.045
2004,24,0.05504
2004,25,0.06666
2004,26,0.07806
2004,27,0.08899
2004,28,0.09811
2004,29,0.10494
2004,30,0.1049
2004,31,0.09942
2004,32,0.0901
2004,33,0.07865
2004,34,0.06799
2004,35,0.05651
2004,36,0.04629
2004,37,0.03295
2004,38,0.02362
2004,39,0.01754
2004,40,0.01115
2004,41,0.00662
2004,42,0.00358
2004,43,0.0019
2004,44,0.0009
2004,45,0.00036
2004,46,0.00015
2004,47,0.00007
2004,48,0.00003
2004,49,0.00002
2004,50,0.00001
2004,51,0.00001
2004,52,0
2004,53,0
2004,54,0
2004,55+,0
2005,-12,0
2005,13,0.00001
2005,14,0.00007
2005,15,0.00028
2005,16,0.0013
2005,17,0.00343
2005,18,0.00664
2005,19,0.01341
2005,20,0.02063
2005,21,0.02861
2005,22,0.03595
2005,23,0.0434
2005,24,0.05257
2005,25,0.06346
2005,26,0.07504
2005,27,0.08546
2005,28,0.09412
2005,29,0.10044
2005,30,0.10002
2005,31,0.09585
2005,32,0.08782
2005,33,0.07805
2005,34,0.06705
2005,35,0.05597
2005,36,0.04501
2005,37,0.03441
2005,38,0.02405
2005,39,0.01696
2005,40,0.01135
2005,41,0.00686
2005,42,0.00375
2005,43,0.00192
2005,44,0.00096
2005,45,0.00044
2005,46,0.00016
2005,47,0.00007
2005,48,0.00004
2005,49,0.00003
2005,50,0.00001
2005,51,0.00001
2005,52,0.00001
2005,53,0
2005,54,0
2005,55+,0.00001
2006,-12,0
2006,13,0.00001
2006,14,0.00006
2006,15,0.00031
2006,16,0.0013
2006,17,0.00369
2006,18,0.00665
2006,19,0.01295
2006,20,0.02071
2006,21,0.02896
2006,22,0.03705
2006,23,0.04471
2006,24,0.05554
2006,25,0.06497
2006,26,0.0766
2006,27,0.08803
2006,28,0.09694
2006,29,0.1039
2006,30,0.1039
2006,31,0.0993
2006,32,0.09244
2006,33,0.08191
2006,34,0.07134
2006,35,0.05984
2006,36,0.04847
2006,37,0.03638
2006,38,0.02751
2006,39,0.01851
2006,40,0.01235
2006,41,0.00769
2006,42,0.00425
2006,43,0.00231
2006,44,0.00099
2006,45,0.00043
2006,46,0.00015
2006,47,0.00005
2006,48,0.00004
2006,49,0.00001
2006,50,0
2006,51,0
2006,52,0
2006,53,0
2006,54,0
2006,55+,0
2007,-12,0
2007,13,0.00001
2007,14,0.00006
2007,15,0.0003
2007,16,0.00124
2007,17,0.00339
2007,18,0.00667
2007,19,0.013
2007,20,0.02033
2007,21,0.02807
2007,22,0.03579
2007,23,0.04488
2007,24,0.05431
2007,25,0.06542
2007,26,0.07597
2007,27,0.08704
2007,28,0.09633
2007,29,0.10371
2007,30,0.10443
2007,31,0.1001
2007,32,0.09296
2007,33,0.08406
2007,34,0.0739
2007,35,0.06276
2007,36,0.05108
2007,37,0.03907
2007,38,0.02899
2007,39,0.02122
2007,40,0.01387
2007,41,0.00811
2007,42,0.00489
2007,43,0.0025
2007,44,0.00109
2007,45,0.00046
2007,46,0.00019
2007,47,0.00008
2007,48,0.00003
2007,49,0.00001
2007,50,0.00001
2007,51,0
2007,52,0
2007,53,0
2007,54,0
2007,55+,0
2008,-12,0
2008,13,0
2008,14,0.00006
2008,15,0.00029
2008,16,0.00132
2008,17,0.00369
2008,18,0.00698
2008,19,0.01331
2008,20,0.0204
2008,21,0.02849
2008,22,0.03601
2008,23,0.04513
2008,24,0.0555
2008,25,0.06544
2008,26,0.07754
2008,27,0.08707
2008,28,0.09665
2008,29,0.10457
2008,30,0.10493
2008,31,0.10163
2008,32,0.09499
2008,33,0.08523
2008,34,0.07628
2008,35,0.0651
2008,36,0.05343
2008,37,0.04132
2008,38,0.03097
2008,39,0.02213
2008,40,0.01515
2008,41,0.00888
2008,42,0.00499
2008,43,0.00269
2008,44,0.00127
2008,45,0.00044
2008,46,0.0002
2008,47,0.00009
2008,48,0.00003
2008,49,0.00002
2008,50,0.00001
2008,51,0.00001
2008,52,0.00001
2008,53,0
2008,54,0
2008,55+,0
2009,-12,0
2009,13,0.00001
2009,14,0.0001
2009,15,0.00028
2009,16,0.00134
2009,17,0.00353
2009,18,0.00666
2009,19,0.01299
2009,20,0.01991
2009,21,0.02741
2009,22,0.03439
2009,23,0.04364
2009,24,0.05392
2009,25,0.06468
2009,26,0.07598
2009,27,0.08715
2009,28,0.09565
2009,29,0.103
2009,30,0.10505
2009,31,0.1014
2009,32,0.09495
2009,33,0.08611
2009,34,0.07668
2009,35,0.06631
2009,36,0.05494
2009,37,0.04257
2009,38,0.03263
2009,39,0.02387
2009,40,0.01578
2009,41,0.00997
2009,42,0.00539
2009,43,0.00274
2009,44,0.00137
2009,45,0.00055
2009,46,0.00019
2009,47,0.00008
2009,48,0.00003
2009,49,0.00003
2009,50,0.00001
2009,51,0
2009,52,0
2009,53,0
2009,54,0
2009,55+,0.00001
2010,-12,0
2010,13,0.00001
2010,14,0.00008
2010,15,0.00029
2010,16,0.00124
2010,17,0.00311
2010,18,0.00615
2010,19,0.01236
2010,20,0.01921
2010,21,0.02675
2010,22,0.03355
2010,23,0.04241
2010,24,0.05423
2010,25,0.06485
2010,26,0.07742
2010,27,0.08865
2010,28,0.09854
2010,29,0.10436
2010,30,0.10512
2010,31,0.10354
2010,32,0.09782
2010,33,0.08942
2010,34,0.07938
2010,35,0.06873
2010,36,0.05797
2010,37,0.04499
2010,38,0.03449
2010,39,0.02554
2010,40,0.01726
2010,41,0.01081
2010,42,0.00635
2010,43,0.00317
2010,44,0.00138
2010,45,0.00057
2010,46,0.00024
2010,47,0.00007
2010,48,0.00006
2010,49,0.00003
2010,50,0.00001
2010,51,0.00001
2010,52,0
2010,53,0
2010,54,0
2010,55+,0
2011,-12,0
2011,13,0.00001
2011,14,0.00007
2011,15,0.00034
2011,16,0.00129
2011,17,0.00326
2011,18,0.00593
2011,19,0.01192
2011,20,0.01855
2011,21,0.02563
2011,22,0.03227
2011,23,0.04125
2011,24,0.05226
2011,25,0.06329
2011,26,0.07685
2011,27,0.08896
2011,28,0.09783
2011,29,0.10541
2011,30,0.10537
2011,31,0.10367
2011,32,0.09817
2011,33,0.08987
2011,34,0.08159
2011,35,0.07005
2011,36,0.05857
2011,37,0.04672
2011,38,0.03566
2011,39,0.02654
2011,40,0.0182
2011,41,0.01148
2011,42,0.0065
2011,43,0.00348
2011,44,0.00152
2011,45,0.00062
2011,46,0.00025
2011,47,0.00008
2011,48,0.00005
2011,49,0.00003
2011,50,0.00002
2011,51,0.00002
2011,52,0
2011,53,0
2011,54,0
2011,55+,0.00001
2012,-12,0
2012,13,0.00001
2012,14,0.00009
2012,15,0.00031
2012,16,0.00138
2012,17,0.00325
2012,18,0.0058
2012,19,0.0111
2012,20,0.01756
2012,21,0.02428
2012,22,0.03058
2012,23,0.03849
2012,24,0.04919
2012,25,0.06116
2012,26,0.07502
2012,27,0.08799
2012,28,0.09849
2012,29,0.1059
2012,30,0.10708
2012,31,0.10391
2012,32,0.10005
2012,33,0.09221
2012,34,0.08332
2012,35,0.07333
2012,36,0.06158
2012,37,0.04869
2012,38,0.03803
2012,39,0.0285
2012,40,0.01975
2012,41,0.01267
2012,42,0.00712
2012,43,0.00376
2012,44,0.00183
2012,45,0.00074
2012,46,0.00023
2012,47,0.00009
2012,48,0.00005
2012,49,0.00004
2012,50,0.00001
2012,51,0.00002
2012,52,0.00001
2012,53,0.00001
2012,54,0.00001
2012,55+,0
2013,-12,0
2013,13,0.00001
2013,14,0.00008
2013,15,0.00032
2013,16,0.00131
2013,17,0.00323
2013,18,0.00602
2013,19,0.01137
2013,20,0.01688
2013,21,0.02386
2013,22,0.02987
2013,23,0.03749
2013,24,0.04701
2013,25,0.05901
2013,26,0.0731
2013,27,0.08708
2013,28,0.09843
2013,29,0.10747
2013,30,0.10816
2013,31,0.10665
2013,32,0.10031
2013,33,0.09423
2013,34,0.08648
2013,35,0.0772
2013,36,0.06506
2013,37,0.05173
2013,38,0.04011
2013,39,0.03063
2013,40,0.02118
2013,41,0.01351
2013,42,0.00804
2013,43,0.00415
2013,44,0.00194
2013,45,0.00077
2013,46,0.00029
2013,47,0.00011
2013,48,0.00006
2013,49,0.00003
2013,50,0.00002
2013,51,0.00003
2013,52,0.00001
2013,53,0.00001
2013,54,0
2013,55+,0
2014,-12,0
2014,13,0.00001
2014,14,0.00007
2014,15,0.00033
2014,16,0.00124
2014,17,0.00329
2014,18,0.00595
2014,19,0.01146
2014,20,0.01702
2014,21,0.02282
2014,22,0.02886
2014,23,0.036
2014,24,0.04489
2014,25,0.05682
2014,26,0.07034
2014,27,0.08419
2014,28,0.09715
2014,29,0.10589
2014,30,0.10774
2014,31,0.10696
2014,32,0.10166
2014,33,0.09353
2014,34,0.0877
2014,35,0.07674
2014,36,0.06625
2014,37,0.05421
2014,38,0.04169
2014,39,0.03194
2014,40,0.02242
2014,41,0.01407
2014,42,0.00854
2014,43,0.00452
2014,44,0.00209
2014,45,0.0008
2014,46,0.00034
2014,47,0.00013
2014,48,0.00007
2014,49,0.00005
2014,50,0.00002
2014,51,0.00002
2014,52,0.00001
2014,53,0.00001
2014,54,0
2014,55+,0.00001
2015,-12,0
2015,13,0.00001
2015,14,0.00006
2015,15,0.00027
2015,16,0.00103
2015,17,0.00305
2015,18,0.00557
2015,19,0.01061
2015,20,0.01652
2015,21,0.02263
2015,22,0.0276
2015,23,0.03547
2015,24,0.04493
2015,25,0.05653
2015,26,0.06942
2015,27,0.08528
2015,28,0.09802
2015,29,0.10892
2015,30,0.11104
2015,31,0.11049
2015,32,0.10519
2015,33,0.09847
2015,34,0.09024
2015,35,0.08115
2015,36,0.0694
2015,37,0.05595
2015,38,0.04444
2015,39,0.03325
2015,40,0.02391
2015,41,0.01532
2015,42,0.00913
2015,43,0.00482
2015,44,0.00221
2015,45,0.0009
2015,46,0.00028
2015,47,0.00014
2015,48,0.00005
2015,49,0.00004
2015,50,0.00002
2015,51,0.00002
2015,52,0
2015,53,0.00001
2015,54,0
2015,55+,0.00001
2016,-12,0
2016,13,0.00001
2016,14,0.00007
2016,15,0.00025
2016,16,0.00099
2016,17,0.00246
2016,18,0.00495
2016,19,0.0103
2016,20,0.01577
2016,21,0.02233
2016,22,0.02806
2016,23,0.03412
2016,24,0.04294
2016,25,0.05446
2016,26,0.06834
2016,27,0.08436
2016,28,0.09672
2016,29,0.10688
2016,30,0.10942
2016,31,0.10869
2016,32,0.10541
2016,33,0.09784
2016,34,0.09035
2016,35,0.08026
2016,36,0.06969
2016,37,0.05705
2016,38,0.04581
2016,39,0.03503
2016,40,0.02487
2016,41,0.01625
2016,42,0.00952
2016,43,0.00514
2016,44,0.00235
2016,45,0.0009
2016,46,0.00033
2016,47,0.00014
2016,48,0.00006
2016,49,0.00004
2016,50,0.00003
2016,51,0.00001
2016,52,0.00001
2016,53,0
2016,54,0
2016,55+,0